invoice_no,invoice_ref,amount,payment_method,balanced
E7300,,17569682.12,Advance,False
E7301,,17569706.38,Due,False
E7302,,17569708.38,Due,False
E7304,,17569710.09,Due,False
E7305,,17569712.13,Due,False
E7306,,17569712.86,Due,False
E7307,,17569713.7,Due,False
E7320,,17572860.14,Advance,False
E7321,,17572861.1,Advance,False
E7322,,17572861.49,Due,False
E7323,,17572861.99,Due,False
E7324,,17572863.43,Due,False
E7325,,17572863.78,Due,False
E7326,,17572864.23,Due,False
E7327,,17572864.81,Due,False
E7328,,17572865.4,Due,False
E7329,,17572865.69,Due,False
E7330,,17572866.92,Advance,False
E7331,,17572867.72,Due,False
E7332,,17572868.35,Advance,False
E7333,,17572868.74,Due,False
E7334,,17572869.16,Due,False
E7335,,17572869.83,Due,False
E7336,,17572870.64,Due,False
E7338,,17574862.26,Due,False
E7339,,17574863.38,Advance,False
E7340,,17574864.17,Advance,False
E7341,,17574865.46,Due,False
E7342,,17574866.42,Advance,False
E7343,,17579437.78,Advance,False
E7344,,17574869.1,Due,False
E7345,,17574869.71,Due,False
E7346,,17574870.52,Advance,False
E7351,,17575452.25,Due,False
E7352,,17575452.91,Due,False
E7353,,17575453.72,Due,False
E7356,,17575910.6,Due,False
E7357,,17575912.08,Advance,False
E7358,,17575912.87,Due,False
E7360,,17576260.4,Due,False
E7361,,17576264.13,Advance,False
E7362,,17576273.6,Due,False
E7363,,17576275.94,Due,False
E7364,,17576277.15,Due,False
E7365,,17576277.57,Due,False
E7369,,17576731.56,Due,False
E7370,,17576734.39,Due,False
E7371,,17581038.86,Advance,False
E7372,,17581042.32,Due,False
E7374,,17581091.34,Due,False
E7375,,17581094.66,Due,False
E7376,,17581098.58,Due,False
E7377,,17581105.95,Advance,False
E7378,,17581134.84,Due,False
E7380,,17581172.12,Due,False
E7389,,17582155.17,Due,False
E7390,,17582376.8,Due,False
E7392,,17582379.51,Due,False
E7393,,17582380.24,Due,False
E7396,,17582383.86,Due,False
E7397,,17582385.08,Due,False
E7399,,17582386.71,Advance,False
E7400,,17582388.02,Due,False
E7402,,17586744.48,Advance,False
E7403,,17586752.41,Advance,False
E7404,,17586757.27,Advance,False
E7408,,17586766.01,Advance,False
E7409,,17586771.22,Advance,False
E7410,,17586772.82,Advance,False
E7411,,17586775.28,Advance,False
E7412,,17586775.87,Due,False
E7413,,17586777.63,Due,False
E7414,,17586778.92,Advance,False
E7415,,17586782.69,Due,False
E7416,,17586791.51,Advance,False
E7417,,17586793.6,Due,False
E7418,,17586797.5,Due,False
E7419,,17588525.92,Due,False
E7420,,17588527.11,Advance,False
E7421,,17588528.47,Due,False
E7422,,17588529.37,Due,False
E7424,,17588538.48,Due,False
E7425,,17588539.15,Due,False
E7426,,17588540.14,Advance,False
E7427,,17588541.04,Advance,False
E7428,,17588542.19,Advance,False
E7437,,17591874.16,Due,False
E7438,,17591882.22,Advance,False
E7443,,17591893.47,Due,False
E7444,,17591895.21,Advance,False
E7445,,17591895.97,Due,False
E7446,,17593956.07,Due,False
E7452,,17593982.92,Due,False
E7462,,17597544.34,Due,False
E7463,,17597547.23,Advance,False
E7464,,17597548.37,Due,False
E7465,,17597550.6,Due,False
E7466,,17597552.01,Due,False
E7467,,17597552.94,Due,False
E7468,,17597553.99,Due,False
E7469,,17597589.29,Due,False
E7471,,17598734.79,Due,True
E7472,,17598748.17,Due,True
E7473,,17598749.55,Due,False
E7474,,17598752.04,Advance,False
E7475,,17598753.57,Advance,False
E7480,,17600458.21,Due,False
E7481,,17600459.25,Advance,False
E7483,,17600468.06,Due,False
E7486,,17600483.68,Due,False
E7487,,17600495.41,Due,False
E7493,,17601138.37,Due,False
E7494,,17601140.66,Advance,False
E7495,,17601144.31,Advance,False
E7498,,17603941.02,Due,False
E7499,,17603941.72,Due,False
E7500,,17604766.49,Advance,False
E7501,,17604767.41,Due,False
E7502,,17604767.83,Due,False
E7503,,17604768.25,Due,False
E7504,,17604768.77,Due,False
E7505,,17604769.51,Due,False
E7506,,17604769.82,Due,False
E7509,,17606268.75,Advance,False
E7510,,17606272.83,Due,False
E7511,,17606273.17,Due,False
E7512,,17606273.51,Due,False
E7513,,17606273.8,Due,False
E7516,,17606276.34,Due,False
E7517,,17606304.27,Due,False
E7518,,17606323.01,Due,False
E7519,,17606325.21,Due,False
E7520,,17606325.66,Due,False
E7524,,17606339.0,Due,False
E7529,,17606931.32,Advance,False
E7534,,17611710.41,Due,False
E7535,,17611712.27,Advance,False
E7536,,17611714.57,Due,False
E7537,,17611727.18,Due,False
E7545,,17612510.36,Due,False
E7546,,17612579.05,Due,False
E7547,,17612579.65,Due,False
E7548,,17612580.82,Due,False
E7550,,17613796.34,Advance,False
E7556,,17616022.35,Advance,False
E7557,,17616025.9,Due,False
E7564,,17616042.8,Advance,False
E7565,,17616044.66,Due,False
E7566,,17616046.15,Due,False
E7567,,17616046.89,Due,False
E7574,,17616881.03,Due,True
E7579,,17622045.6,Due,False
E7580,,17622047.76,Due,True
E7581,,17622051.25,Due,False
E7582,,17622052.21,Due,False
E7583,,17622053.94,Due,False
E7584,,17622054.44,Due,False
E7585,,17622055.86,Advance,False
E7586,,17622057.04,Due,False
E7589,,17624097.04,Advance,False
E7590,,17624099.23,Advance,False
E7593,,17624103.19,Due,False
E7594,,17624398.21,Due,False
E7595,,17624105.2,Advance,False
E7596,,17624106.05,Due,False
E7600,,17624245.14,Due,False
E7601,,17624246.03,Due,False
E7602,,17624248.28,Due,True
E7603,,17624249.04,Due,True
E7604,,17624250.14,Advance,False
E7606,,17624263.98,Due,False
E7609,,17625382.3,Due,False
E7610,,17624697.11,Due,False
E7613,,17625358.39,Due,True
E7614,,17624731.55,Advance,False
E7615,,17624731.93,Due,False
E7625,,17625406.1,Due,False
E7626,,17625408.07,Due,False
E7630,,17627327.55,Advance,False
E7631,,17627329.38,Due,False
E7632,,17627329.74,Due,False
E7641,,17628136.7,Advance,False
E7642,,17628138.6,Advance,False
E7644,,17629006.55,Due,False
E7647,,17629010.9,Advance,False
E7651,,17633723.58,Due,True
E7652,,17633726.82,Advance,False
E7653,,17633730.63,Due,False
E7654,,17633731.5,Due,False
E7655,,17633732.44,Advance,False
E7656,,17633732.89,Due,False
E7666,,17636355.52,Due,False
E7671,,17637361.9,Due,False
E7672,,17637363.43,Due,False
E7673,,17637365.19,Advance,False
E7674,,17637368.16,Due,False
E7675,,17638113.13,Due,False
E7677,,17637380.84,Due,False
E7678,,17637382.63,Due,False
E7679,,17637398.06,Due,False
E7680,,17637399.88,Advance,False
E7684,,17638043.01,Due,False
E7685,,17638045.41,Advance,False
E7697,,17638130.38,Advance,False
E7702,,17640207.25,Due,False
E7703,,17640208.75,Due,False
E7704,,17640210.38,Due,False
E7705,,17640211.26,Due,False
E7707,,17640212.8,Due,False
E7708,,17640213.66,Advance,False
E7709,,17640213.94,Due,False
E7710,,17640214.49,Due,True
E7714,,17652371.75,Due,False
E7715,,17642785.07,Due,False
E7716,,17643282.38,Due,False
E7717,,17642786.36,Advance,False
E7718,,17642786.67,Due,False
E7719,,17642787.27,Due,False
E7720,,17642788.47,Due,False
E7721,,17642789.2,Due,False
E7724,,17642794.58,Advance,False
E7735,,17643512.14,Due,False
E7736,,17647121.11,Due,False
E7737,,17647136.36,Due,False
E7738,,17647137.57,Due,False
E7739,,17647140.47,Advance,False
E7740,,17647140.96,Due,False
E7741,,17647142.78,Advance,False
E7743,,17647153.85,Due,False
E7754,,17648890.84,Due,False
E7755,,17648906.62,Advance,False
E7756,,17648908.05,Due,True
E7757,,17648909.34,Due,True
E7758,,17648910.33,Due,False
E7759,,17648911.08,Due,False
E7769,,17652327.87,Advance,False
E7770,,17652331.61,Due,False
E7771,,17652343.86,Due,True
E7772,,17652344.22,Due,False
E7773,,17652344.66,Due,False
E7774,,17652346.02,Due,False
E7775,,17652347.69,Due,False
E7776,,17652349.87,Advance,False
E7777,,17652350.82,Due,False
E7778,,17652351.66,Due,False
E7785,,17653200.44,Due,False
E7786,,17653203.16,Due,False
E7787,,17655317.53,Due,False
E7788,,17655319.96,Due,False
E7789,,17655322.25,Due,False
E7791,,17655388.0,Advance,False
E7792,,17655399.48,Due,False
E7793,,17655403.05,Advance,False
E7794,,17655466.31,Due,False
E7804,,17658408.84,Due,False
E7805,,17658411.75,Due,False
E7806,,17658412.65,Due,False
E7807,,17658414.73,Advance,False
E7808,,17658415.51,Due,False
E7809,,17658416.43,Due,False
E7810,,17658419.19,Advance,False
E7811,,17658422.45,Advance,False
E7812,,17658423.77,Due,False
E7818,,17658431.36,Advance,False
E7819,,17658431.99,Due,False
E7821,,17658941.87,Advance,False
E7833,,17660111.85,Due,False
E7834,,17660112.19,Due,False
E7835,,17660112.97,Advance,False
E7836,,17660124.37,Advance,False
E7837,,17660125.72,Due,False
E7838,,17660127.94,Due,False
E7839,,17660135.4,Due,False
E7846,,17661026.76,Due,False
E7847,,17664055.01,Due,False
E7852,,17664132.63,Due,True
E7854,,17664326.38,Due,False
E7855,,17664329.93,Advance,False
E7859,,17665340.54,Due,False
E7860,,17665341.02,Due,False
E7867,,17667485.71,Due,False
E7872,,17667527.87,Due,False
E7889,,17685193.28,Due,False
E7891,,17685206.83,Due,False
E7892,,17685208.28,Advance,False
E7893,,17685212.11,Advance,False
E7894,,17685214.08,Due,False
E7898,,17688690.48,Due,False
E7902,,17689779.39,Due,False
E7903,,17688716.99,Due,False
E7904,,17688720.53,Due,False
E7905,,17688727.9,Due,False
E7906,,17688730.79,Advance,False
E7907,,17688731.17,Due,False
E7908,,17688734.66,Advance,False
E7909,,17688737.61,Due,False
E7910,,17688738.49,Due,False
E7911,,17688743.43,Advance,False
E7916,,17689786.78,Advance,False
E7917,,17689788.76,Due,False
E7918,,17689789.93,Due,False
E7919,,17691728.35,Due,False
E7920,,17691802.99,Due,False
E7921,,17691833.16,Advance,False
E7922,,17691836.3,Advance,False
E7923,,17691837.78,Due,False
E7936,,17694671.95,Due,False
E7937,,17694674.95,Due,False
E7938,,17694681.74,Advance,False
E7939,,17694683.01,Due,False
E7940,,17694683.79,Due,False
E7941,,17694687.35,Advance,False
E7942,,17694691.87,Due,False
E7943,,17694693.15,Due,False
E7949,,17697682.53,Due,False
E7950,,17709881.58,Due,False
E7951,,17697684.14,Due,False
E7952,,17697685.06,Due,False
E7953,,17697685.46,Due,False
E7956,,17701315.09,Due,False
E7957,,17701322.1,Due,False
E7958,,17706826.86,Due,False
E7960,,17701332.05,Due,False
E7961,,17701333.75,Due,False
E7967,,17701469.49,Due,False
E7970,,17701552.87,Advance,False
E7978,,17703054.63,Advance,False
E7980,,17706826.61,Due,False
E7981,,17703059.37,Advance,False
E7982,,17703061.13,Advance,False
E7983,,17703061.97,Due,True
E7984,,17703631.78,Advance,True
E7985,,17703633.23,Due,False
E7986,,17703634.11,Due,False
E7994,,17706819.92,Due,False
E7995,,17706820.82,Due,False
E7998,,17706827.65,Due,False
E7999,,17706828.0,Due,False
E8001,,17707650.9,Due,False
E8007,,17709882.83,Due,False
E8008,,17709884.24,Advance,False
E8009,,17709885.04,Due,False
E8010,,17709885.66,Due,False
E8012,,17709894.36,Due,False
E8015,,17709933.27,Due,False
E8017,,17709943.31,Due,False
E8021,,17712064.82,Due,False
E8032,,17715403.09,Advance,False
E8033,,17715404.36,Due,False
E8034,,17715404.84,Due,False
E8035,,17715406.21,Advance,False
E8036,,17715407.01,Due,True
E8037,,17715407.77,Due,False
E8038,,17715408.4,Due,False
E8039,,17715410.07,Due,False
E8040,,17715411.1,Advance,False
E8041,,17718470.78,Advance,False
E8042,,17720165.71,Due,False
E8043,,17720170.07,Due,False
E8044,,17720227.22,Due,False
E8045,,17720209.76,Due,False
E8052,,17724511.06,Advance,False
E8059,,17724580.7,Due,False
E8060,,17724594.69,Due,False
E8061,,17724603.83,Advance,False
E8062,,17724608.85,Due,False
E8063,,17724670.14,Due,False
E8064,,17724673.81,Due,False
E8067,,17724716.72,Due,False
E8068,,17724720.95,Advance,False
E8076,,17726248.97,Due,False
E8082,,17726328.11,Advance,False
E8083,,17727122.26,Advance,False
E8084,,17727132.54,Due,False
E8085,,17727145.15,Due,False
E8086,,17727996.18,Due,False
E8107,,17734009.22,Due,False
E8109,,17734016.92,Due,False
E8134,,17742640.52,Due,False
E8152,,17746204.87,Advance,False
E8159,,17748881.77,Due,False
E8179,,17755636.63,Advance,False
E8180,,17755643.98,Due,False
E8191,,17758213.81,Advance,False
E8192,,17758218.82,Advance,False
E8194,,17758266.96,Due,True
E8195,,17758271.53,Due,False
E8199,,17760817.37,Advance,False
E8200,,17760822.54,Advance,False
E8201,,17760824.5,Advance,False
E8202,,17760856.12,Advance,False
E8203,,17760878.61,Due,False
E8208,,17761632.6,Advance,False
E8212,,17762479.11,Advance,False
E8213,,17762499.24,Advance,False
E8216,,17762530.09,Due,False
E8217,,17775453.67,Advance,False
E8218,,17762548.57,Advance,False
E8219,,17762564.39,Advance,False
E8220,,17762565.9,Advance,False
E8221,,17762567.77,Advance,False
E8222,,17762571.56,Advance,False
E8224,,17763395.35,Advance,False
E8226,,17764288.34,Advance,False
E8227,,17764290.85,Advance,False
E8228,,17764309.27,Advance,False
E8229,,17764311.38,Due,False
E8230,,17764317.15,Due,False
E8231,,17764344.21,Due,False
E8232,,17764353.43,Advance,False
E8233,,17764355.7,Due,False
E8241,,17767768.06,Advance,False
E8242,,17767781.66,Advance,False
E8243,,17767784.23,Due,False
E8244,,17767786.09,Advance,False
E8246,,17767790.38,Due,False
E8249,,17768566.14,Due,False
E8250,,17768589.92,Advance,False
E8251,,17768577.65,Advance,False
E8254,,17769413.9,Advance,False
E8255,,17769426.42,Advance,False
E8256,,17769455.14,Advance,False
E8257,,17769442.9,Advance,False
E8258,,17769490.06,Advance,False
E8259,,17769493.04,Due,False
E8260,,17769493.59,Due,False
E8264,,17770393.86,Advance,False
E8269,,17773741.49,Due,True
E8273,,17774625.25,Advance,False
E8274,,17774632.21,Due,False
E8275,,17774638.88,Due,False
E8276,,17774639.87,Due,False
E8277,,17774642.27,Due,False
E8278,,17774647.28,Due,False
E8282,,17774717.04,Due,False
E8283,,17774736.48,Advance,False
E8284,,17775528.37,Advance,False
E8286,,17774745.85,Advance,False
E8292,,17775497.72,Due,False
E8302,,17779868.36,Advance,False
E8303,,17779872.52,Due,False
E8304,,17779875.08,Due,False
E8305,,17779881.69,Advance,False
E8306,,17779886.26,Due,False
E8307,,17779887.61,Due,False
E8310,,17779904.67,Advance,False
E8311,,17780803.46,Advance,False
E8313,,17780703.91,Advance,False
E8314,,17780714.89,Due,False
E8315,,17780769.3,Due,False
E8319,,17782334.02,Due,False
E8320,,17782341.88,Advance,False
E8321,,17782343.28,Advance,False
E8322,,17782345.82,Due,False
E8323,,17782348.57,Advance,False
E8325,,17782447.93,Advance,False
E8326,,17782452.55,Due,False
E8327,,17782456.64,Due,False
E8328,,17782466.28,Advance,False
E8329,,17782491.09,Advance,False
E8333,,17785871.46,Advance,False
E8336,,17786661.63,Due,False
E8337,,17786678.04,Due,True
E8339,,17786676.12,Due,False
E8340,,17786681.25,Advance,False
E8341,,17786690.14,Advance,False
E8343,,17786702.92,Due,False
X5228,,17150795.8,Due,False
X5259,,17156067.66,Due,True
X5305,,17168955.32,Due,True
X5315,,17168945.0,Due,True
X5319,,17168955.06,Due,True
X5321,,17168977.79,Due,True
X5322,,17169816.29,Advance,True
X5323,,17169816.97,Advance,True
X5324,,17169822.03,Due,True
X5325,,17169824.25,Advance,True
X5326,,17169825.43,Due,True
X5327,,17169831.31,Due,True
X5328,,17169846.92,Due,True
X5329,,17169853.51,Due,True
X5330,,17171515.53,Due,True
X5331,,17171520.77,Advance,True
X5338,,17171539.7,Due,True
X5339,,17171556.37,Due,True
X5340,,17171664.99,Due,False
X5341,,17175001.26,Advance,False
X5342,,17175012.74,Due,False
X5349,,17175065.34,Advance,False
X5350,,17175070.53,Due,False
X5352,,17175084.32,Due,True
X5353,,17175092.23,Due,False
X5355,,17175099.77,Due,False
X5357,,17175936.55,Advance,False
X5358,,17175990.48,Advance,False
X5360,,17177573.46,Due,False
X5361,,17177578.15,Due,False
X5363,,17177588.41,Advance,False
X5367,,17177594.22,Due,False
X5368,,17177599.91,Due,False
X5369,,17177600.4,Due,False
X5372,,17181123.0,Due,False
X5377,,17181136.79,Due,False
X5387,,17183633.49,Due,False
X5389,,17183596.15,Advance,False
X5391,,17183285.8,Due,False
X5395,,17186641.49,Due,False
X5402,,17189632.16,Advance,False
X5403,,17189657.33,Advance,False
X5413,,17192290.26,Due,False
X5419,,17193149.7,Advance,False
X5423,,17193161.38,Advance,False
X5424,,17193250.67,Due,True
X5425,,17193254.84,Due,False
X5426,,17193255.48,Due,False
X5427,,17194025.67,Advance,False
X5428,,17194061.21,Due,False
X5429,,17194070.85,Due,True
X5430,,17195719.88,Due,False
X5434,,17195733.44,Advance,False
X5435,,17195735.65,Advance,False
X5438,,17199242.82,Due,True
X5439,,17266993.44,Due,False
X5440,,17199255.05,Due,False
X5442,,17199302.38,Due,False
X5443,,17199307.93,Due,False
X5446,,17199312.76,Due,False
X5447,,17199325.86,Advance,True
X5453,,17200478.71,Advance,False
X5454,,17200484.08,Advance,False
X5455,,17200486.02,Advance,False
X5456,,17200935.87,Advance,True
X5457,,17200502.06,Due,False
X5459,,17205259.41,Advance,True
X5469,,17201846.29,Advance,True
X5470,,17201847.58,Advance,True
X5471,,17204359.44,Advance,True
X5472,,17204360.86,Advance,True
X5473,,17204364.38,Advance,True
X5474,,17204372.01,Advance,True
X5475,,17204373.76,Due,True
X5478,,17204376.59,Due,True
X5484,,17205255.22,Advance,True
X5485,,17206112.45,Advance,True
X5492,,17206961.28,Advance,True
X5493,,17206980.03,Advance,True
X5499,,17207053.97,Due,True
X5500,,17207055.11,Advance,True
X5501,,17207056.16,Advance,True
X5503,,17207061.0,Advance,True
X5504,,17207062.73,Advance,True
X5505,,17207068.71,Due,True
X5506,,17207804.18,Advance,True
X5508,,17207867.66,Due,True
X5509,,17210583.14,Advance,True
X5510,,17210590.73,Advance,True
X5521,,17217456.71,Due,False
X5522,,17212271.98,Due,True
X5523,,17212278.95,Advance,True
X5524,,17212282.06,Due,True
X5525,,17212290.38,Due,True
X5526,,17212292.64,Due,True
X5527,,17212310.83,Due,True
X5528,,17213252.11,Due,True
X5535,,17213297.4,Due,True
X5541,,17213918.14,Due,True
X5548,,17217433.0,Due,True
X5550,,17217447.42,Advance,True
X5551,,17217463.56,Due,False
X5552,,17217465.32,Due,False
X5553,,17217466.57,Due,False
X5554,,17217467.85,Due,False
X5561,,17222548.32,Due,True
X5563,,17222561.58,Due,True
X5564,,17222622.59,Due,True
X5565,,17222636.02,Due,False
X5566,,17222648.85,Due,True
X5573,,17222695.51,Advance,True
X5574,,17223392.0,Due,False
X5575,,17223396.03,Due,True
X5576,,17223399.72,Advance,True
X5583,,17223912.97,Due,False
X5584,,17225129.95,Advance,True
X5593,,17228609.4,Due,True
X5594,,17229394.87,Due,True
X5595,,17229451.72,Due,True
X5596,,17229455.67,Advance,True
X5597,,17229458.42,Due,True
X5598,,17229462.05,Due,True
X5599,,17229505.24,Due,True
X5600,,17229517.68,Due,True
X5603,,17230281.62,Due,False
X5614,,17232088.59,Advance,True
X5615,,17232096.82,Due,True
X5616,,17232099.57,Due,True
X5617,,17232101.98,Advance,True
X5623,,17234614.61,Advance,True
X5624,,17234617.32,Advance,True
X5626,,17259773.52,Due,False
X5627,,17259774.94,Due,False
X5630,,17234692.74,Due,True
X5631,,17347035.58,Due,False
X5633,,17238101.89,Due,True
X5634,,17238104.92,Due,False
X5635,,17238118.34,Advance,True
X5636,,17238124.04,Advance,True
X5637,,17238125.01,Advance,True
X5638,,17238127.04,Advance,True
X5639,,17238129.44,Due,True
X5640,,17238131.68,Advance,True
X5643,,17238148.25,Due,True
X5646,,17238168.12,Advance,True
X5647,,17241496.38,Advance,True
X5648,,17241498.77,Due,True
X5649,,17241514.9,Due,True
X5653,,17244261.69,Due,False
X5654,,17244264.59,Due,False
X5655,,17244265.86,Due,False
X5658,,17244944.83,Advance,False
X5659,,17246700.94,Due,True
X5660,,17246705.51,Advance,True
X5661,,17261525.48,Advance,True
X5663,,17246808.87,Advance,True
X5664,,17247581.21,Advance,True
X5673,,17247685.26,Advance,True
X5675,,17249327.32,Advance,True
X5676,,17249329.26,Due,True
X5677,,17249331.43,Due,True
X5678,,17249337.52,Due,True
X5686,,17250234.57,Due,True
X5687,,17250245.77,Due,True
X5688,,17252760.04,Due,True
X5689,,17252764.31,Due,True
X5690,,17259778.89,Due,False
X5691,,17259779.78,Due,False
X5692,,17259781.71,Due,False
X5693,,17259780.84,Due,False
X5694,,17259772.78,Due,False
X5695,,17259771.77,Due,False
X5698,,17253708.01,Advance,True
X5699,,17253727.98,Due,True
X5700,,17253730.5,Due,True
X5706,,17255380.43,Due,True
X5707,,17255397.95,Advance,True
X5708,,17255401.82,Due,True
X5709,,17255407.98,Advance,True
X5712,,17255427.62,Due,True
X5713,,17255431.08,Due,False
X5714,,17266723.28,Due,True
X5715,,17259699.02,Advance,True
X5716,,17259702.47,Advance,True
X5717,,17259723.92,Due,False
X5718,,17259732.76,Due,True
X5726,,17266994.6,Due,False
X5727,,17261501.99,Due,True
X5728,,17259766.26,Advance,True
X5733,,17261410.92,Due,True
X5736,,17261436.96,Due,True
X5737,,17261438.04,Due,True
X5740,,17261451.81,Advance,True
X5741,,17261463.78,Due,True
X5742,,17261465.51,Due,True
X5743,,17266597.35,Due,False
X5744,,17261530.34,Advance,True
X5748,,17262257.76,Advance,True
X5749,,17262263.6,Due,True
X5750,,17262274.99,Due,False
X5751,,17262274.77,Due,False
X5752,,17262275.91,Due,False
X5753,,17262284.0,Due,True
X5755,,17265813.7,Due,True
X5756,,17265815.68,Due,True
X5758,,17265823.65,Due,True
X5760,,17266715.29,Due,True
X5761,,17266716.46,Advance,True
X5762,,17266720.62,Advance,True
X5763,,17266733.29,Due,False
X5764,,17266736.62,Due,False
X5765,,17266737.44,Due,False
X5768,,17271875.3,Due,True
X5769,,17268338.59,Advance,True
X5770,,17271783.92,Advance,True
X5775,,17268354.9,Due,True
X5782,,17270984.77,Advance,True
X5783,,17270988.45,Due,True
X5784,,17271830.93,Due,True
X5786,,17271869.64,Due,True
X5787,,17271872.85,Due,True
X5788,,17271874.34,Advance,True
X5803,,17274393.79,Advance,True
X5804,,17274395.98,Advance,True
X5805,,17274434.41,Advance,True
X5806,,17274435.38,Advance,True
X5807,,17274438.26,Due,False
X5808,,17274439.83,Advance,True
X5809,,17274442.05,Due,False
X5810,,17274446.26,Due,True
X5812,,17274455.57,Due,True
X5813,,17274463.77,Due,False
X5814,,17274464.99,Due,False
X5815,,17274465.41,Due,False
X5817,,17277003.88,Advance,True
X5819,,17277039.53,Due,True
X5824,,17277851.85,Due,False
X5825,,17278771.33,Due,False
X5827,,17278799.8,Due,False
X5831,,17280412.09,Advance,True
X5834,,17280428.8,Due,True
X5835,,17280434.56,Due,True
X5837,,17283884.41,Advance,True
X5839,,17283892.58,Advance,True
X5841,,17283941.6,Advance,True
X5851,,17284837.76,Due,True
X5852,,17284843.7,Advance,True
X5855,,17284952.48,Due,False
X5856,,17284956.23,Due,True
X5857,,17284958.72,Due,True
X5858,,17290888.37,Due,False
X5859,,17284976.21,Due,False
X5860,,17285699.03,Advance,True
X5864,,17286509.34,Due,True
X5865,,17286526.98,Due,True
X5872,,17289068.23,Advance,True
X5873,,17289074.89,Advance,True
X5874,,17289077.97,Due,True
X5875,,17289078.9,Due,True
X5880,,17290008.91,Due,True
X5882,,17290758.54,Advance,True
X5883,,17290761.34,Due,True
X5884,,17292492.05,Advance,True
X5885,,17292499.86,Due,True
X5886,,17292509.14,Advance,True
X5887,,17292514.21,Advance,True
X5888,,17292516.59,Advance,True
X5889,,17292524.2,Advance,True
X5890,,17292529.93,Due,True
X5892,,17292579.26,Due,True
X5893,,17295990.19,Due,False
X5894,,17295990.35,Due,False
X5895,,17292601.27,Due,False
X5905,,17295990.58,Due,False
X5906,,17296067.37,Due,True
X5912,,17297717.66,Advance,True
X5913,,17297723.82,Advance,True
X5918,,17297763.83,Advance,True
X5923,,17298072.61,Advance,True
X5924,,17298075.82,Advance,True
X5926,,17298080.64,Due,True
X5927,,17301126.04,Due,True
X5928,,17301128.48,Due,True
X5929,,17301151.38,Due,True
X5930,,17301156.94,Due,True
X5932,,17301238.55,Due,True
X5933,,17301250.73,Advance,True
X5936,,17301514.75,Due,True
X5937,,17301519.16,Due,True
X5939,,17301520.41,Due,True
X5940,,17304548.91,Advance,False
X5944,,17304656.43,Due,False
X5945,,17304660.25,Due,True
X5949,,17304714.88,Due,False
X5950,,17304716.04,Due,False
X5951,,17304725.18,Due,False
X5953,,17304752.4,Advance,False
X5955,,17307206.65,Due,True
X5957,,17309766.91,Due,True
X5958,,17307316.19,Due,False
X5960,,17308029.36,Advance,True
X5971,,17309198.56,Advance,True
X5972,,17309206.55,Due,True
X5973,,17309208.18,Advance,True
X5974,,17309213.95,Advance,True
X5975,,17309216.11,Due,True
X5976,,17309224.32,Due,True
X5977,,17309228.62,Due,True
X5978,,17309229.62,Due,False
X5986,,17311455.26,Due,True
X5987,,17311472.86,Due,True
X5988,,17311477.68,Advance,True
X5989,,17311484.33,Due,True
X5990,,17311486.18,Advance,True
X5992,,17313237.67,Advance,True
X5997,,17313272.34,Advance,True
X5998,,17313277.19,Due,True
X5999,,17313278.24,Due,True
X6000,,17326300.85,Due,True
X6001,,17313296.88,Due,True
X6002,,17313303.09,Advance,True
X6003,,17313311.47,Due,False
X6005,,17317097.47,Advance,False
X6006,,17317102.19,Due,False
X6007,,17317103.8,Due,True
X6009,,17317113.64,Due,False
X6011,,17317118.08,Due,False
X6015,,17317128.19,Due,False
X6021,,17317135.14,Advance,False
X6023,,17320994.73,Due,False
X6024,,17321000.21,Advance,False
X6025,,17321009.34,Advance,False
X6031,,17321042.85,Due,False
X6040,,17322770.05,Advance,False
X6041,,17322771.71,Advance,False
X6042,,17322773.88,Due,False
X6043,,17322775.65,Due,False
X6044,,17322777.0,Advance,False
X6045,,17322779.92,Due,False
X6047,,17323603.3,Due,True
X6048,,17323604.49,Advance,True
X6049,,17323607.73,Due,True
X6050,,17323619.37,Advance,True
X6051,,17326183.67,Advance,True
X6065,,17326277.13,Due,True
X6066,,17327178.34,Due,True
X6068,,17327185.81,Due,True
X6071,,17327933.39,Due,True
X6072,,17327938.92,Due,True
X6076,,17327983.61,Advance,True
X6082,,17328802.72,Due,True
X6083,,17328805.62,Advance,True
X6086,,17332239.94,Due,False
X6093,,17332264.97,Due,True
X6100,,17332349.93,Due,True
X6101,,17332351.78,Due,False
X6102,,17333081.62,Due,True
X6103,,17333091.06,Due,True
X6106,,17333126.92,Due,True
X6107,,17333130.61,Due,True
X6109,,17334893.4,Due,True
X6111,,17334900.6,Due,True
X6113,,17334913.67,Advance,True
X6114,,17334916.19,Advance,True
X6125,,17337421.69,Due,True
X6126,,17337431.91,Due,True
X6127,,17337430.79,Advance,True
X6128,,17337528.52,Advance,True
X6135,,17337595.06,Advance,True
X6136,,17337597.82,Advance,True
X6146,,17339251.61,Due,True
X6147,,17339255.7,Advance,True
X6148,,17339259.8,Advance,True
X6149,,17339262.13,Advance,True
X6152,,17339269.03,Due,False
X6153,,17339270.24,Due,False
X6154,,17339277.31,Advance,True
X6157,,17339290.66,Advance,True
X6158,,17340041.92,Due,True
X6159,,17340047.51,Advance,True
X6163,,17340056.35,Due,True
X6165,,17340918.49,Advance,True
X6166,,17340906.37,Advance,True
X6167,,17340909.24,Due,True
X6168,,17341673.87,Advance,True
X6169,,17340943.16,Due,True
X6171,,17341687.27,Advance,True
